v 0 -327.558 54.516
v 0 -479.028 51.15
v 0 -495.858 192.522
v 0 -398.244 192.522
v 0 -303.996 74.712
v 0 -303.996 54.516
v 0 -199.65 54.516
v 0 -199.65 61.248
v 18.843 222.7665 -22.3905
v 35.3265 222.7665 -15.312
v 9.4215 295.812 -10.6095
v 35.3265 222.7665 22.374
v 9.4215 295.812 1.171499
v 18.843 222.7665 29.4525
v -18.843 222.7665 29.4525
v -9.4215 295.812 1.171499
v -35.3265 222.7665 22.374
v -35.3265 222.7665 -15.312
v -9.4215 295.812 -10.6095
v -18.843 222.7665 -22.3905
v -4.7025 302.8905 -3.530999
v 4.7025 302.8905 -3.530999
v -40.0455 180.3615 -12.969
v -18.843 180.3615 -24.75
v -40.0455 180.3615 36.5145
v -18.843 173.2995 55.374
v 40.0455 180.3615 36.5145
v 18.843 173.2995 55.374
v 40.0455 180.3615 -12.969
v 18.843 180.3615 -24.75
v 18.843 -142.4115 -24.75
v 40.0455 -142.4115 -12.969
v 40.0455 -142.4115 36.5145
v 18.843 -142.4115 55.374
v -18.843 -142.4115 55.374
v -40.0455 -142.4115 36.5145
v -40.0455 -142.4115 -12.969
v -18.843 -142.4115 -24.75
v 18.843 173.2995 55.176
v -18.843 173.2995 55.176
v 2.343 -476.9985 53.0145
v 7.062 -476.9985 48.2955
v 7.062 -476.9985 41.2335
v 2.343 -476.9985 36.5145
v -2.343 -476.9985 36.5145
v -7.062 -476.9985 41.2335
v -7.062 -476.9985 48.2955
v -2.343 -476.9985 53.0145
v -56.5455 -253.1595 36.5145
v -28.2645 -264.9405 36.5145
v -56.5455 -142.4115 36.5145
v -56.5455 -109.428 36.5145
v -40.0455 -109.428 36.5145
v 332.211 -111.7875 -12.969
v 40.0455 -111.7875 -12.969
v 40.0455 15.4275 -12.969
v 332.211 -74.1015 -12.969
v -332.211 -71.7585 -12.969
v -40.0455 17.787 -12.969
v -40.0455 -109.428 -12.969
v -332.211 -109.428 -12.969
v 332.211 -104.742 17.6715
v 332.211 -116.5065 17.6715
v -332.211 -104.742 17.6715
v -332.211 -74.1015 -12.969
v -332.211 -111.7875 -12.969
v -332.211 -116.5065 17.6715
