v 68.264 -221.228 15.808
v -.252 -209.664 15.808
v 11.312 -135.436 15.808
v 28.252 -238.28 15.808
v 62.552 -232.652 15.808
v -68.824 -220.976 15.808
v -11.536 -135.408 15.808
v -28.868 -238.196 15.808
v -63.112 -232.4 15.808
v -.308 -238.224 1.527995
v -.252 -209.664 7.239998
v -.252 -209.664 35.8
v -.28 -221.088 58.648
v -.308 -243.936 58.648
v -.336 -261.072 47.22401
v -.364 -266.784 24.376
v -.336 -261.072 7.239998
v -34.076 18.87201 15.808
v -39.676 75.992 15.808
v 40.292 75.852 15.808
v 34.468 18.732 15.808
v 40.292 75.852 -27.032
v -39.676 75.992 -27.032
v -34.076 18.87201 -41.312
v 34.468 18.732 -41.312
v -28.476 -38.276 15.808
v 28.644 -38.36 15.808
v -28.476 -38.276 -41.312
v 28.644 -38.36 -41.312
v -.252 -209.664 1.527995
v -142.604 19.068 -41.312
v -142.716 -38.052 -41.312
v 142.884 -38.584 -41.312
v 142.996 18.536 -41.312
v 57.372 47.264 -87.008
v 57.288 7.279996 -87.008
v -56.952 7.475995 -87.008
v -56.868 47.46 -87.008
v -45.472 36.036 -87.008
v -16.856 58.828 -29.888
v 45.92 35.84 -87.008
v 17.416 58.744 -29.888
v 45.892 24.416 -87.008
v -45.5 24.612 -87.008
v -56.896 30.32401 -104.144
v -56.868 41.748 -104.144
v -56.868 53.172 -92.72
v -56.868 53.172 -81.296
v -56.868 41.748 -69.87199
v -56.896 30.32401 -69.87199
v -56.924 18.9 -81.296
v -56.924 18.9 -92.72
v 57.372 41.552 -104.144
v 57.344 30.12799 -104.144
v 57.316 18.704 -92.72
v 57.316 18.704 -81.296
v 57.344 30.12799 -69.87199
v 57.372 41.552 -69.87199
v 57.372 52.97599 -81.296
v 57.372 52.97599 -92.72
v 114.408 7.168004 -41.312
v 114.436 18.592 15.808
v 114.408 7.168004 15.808
v 114.38 -4.256001 -41.312
v -114.044 19.012 15.808
v -114.072 7.587997 15.808
v -114.1 -3.836002 -41.312
v -114.072 7.587997 -41.312
v -154 30.52 15.808
v -154.112 -26.6 15.808
v -28.448 -26.852 15.808
v -34.048 30.296 15.808
v 34.496 30.156 15.808
v 28.672 -26.936 15.808
v 154.336 -27.188 15.808
v 154.448 29.932 15.808
v -114.044 19.012 72.92801
v -114.016 30.436 72.92801
v -165.396 41.972 72.92801
v -165.508 -15.148 72.92801
v 165.788 -15.792 72.92801
v 165.9 41.328 72.92801
v -.252 -215.376 -29.888
v -.196 -186.816 -7.039998
v -.252 -209.664 -29.888
v 6.048 87.33199 -7.039998
v -5.376 87.36 -7.039998
v -5.376 87.36 -18.464
v 6.048 87.33199 -18.464
v -5.404 75.936 -18.464
v 6.02 75.908 -18.464
v -5.404 75.936 -7.039998
v 6.02 75.908 -7.039998
v 114.436 18.592 72.92801
v 114.464 30.016 72.92801
v 34.608 87.27599 50.07999
v -28.224 87.388 50.07999
v 28.896 87.304 -75.584
v -28.224 87.388 -75.584
v -62.496 87.47201 -41.312
v -62.496 87.47201 21.52
v 68.88 87.22 -47.024
v 68.88 87.22 21.52
v -62.496 87.47201 -47.024
v -14.14 -9.743999 32.944
v 14.42 -9.771999 32.944
v 14.364 -38.332 32.944
v -14.196 -38.304 32.944
v -14.14 -9.743999 15.808
v 14.42 -9.771999 15.808
v 14.364 -38.332 15.808
v -14.196 -38.304 15.808
f 3 255 0 0 0 1 2
f 3 255 0 0 2 1 0
f 4 255 0 0 0 1 3 4
f 4 255 0 0 3 1 0 4
f 3 255 0 0 1 5 6
f 3 255 0 0 6 5 1
f 4 255 0 0 5 1 7 8
f 4 255 0 0 7 1 5 8
f 8 255 0 0 9 10 11 12 13 14 15 16
f 8 255 0 0 11 10 9 16 15 14 13 12
f 4 114 114 114 17 18 19 20
f 4 0 255 255 21 22 23 24
f 4 114 114 114 18 17 23 22
f 4 20 20 20 22 21 19 18
f 4 114 114 114 21 24 20 19
f 4 0 131 0 25 17 20 26
f 4 0 255 255 24 23 27 28
f 4 0 131 0 27 23 17 25
f 4 0 131 0 24 28 26 20
f 3 0 131 0 1 25 26
f 3 0 255 255 28 27 29
f 3 0 0 0 29 1 29
f 4 0 131 0 29 27 25 1
f 4 0 131 0 1 26 28 29
f 4 0 255 255 30 31 27 23
f 4 0 131 0 27 31 30 23
f 4 0 255 255 24 28 32 33
f 4 0 131 0 33 32 28 24
f 4 114 114 114 34 35 36 37
f 4 0 255 255 37 36 35 34
f 3 0 0 0 38 39 38
f 3 0 0 0 40 41 40
f 3 0 0 0 42 28 42
f 3 0 0 0 27 43 27
f 8 20 20 20 44 45 46 47 48 49 50 51
f 8 0 0 0 51 50 49 48 47 46 45 44
f 8 0 0 0 52 53 54 55 56 57 58 59
f 8 0 0 0 59 58 57 56 55 54 53 52
f 4 0 131 0 60 61 62 63
f 4 0 131 0 63 62 61 60
f 4 0 0 0 64 65 66 67
f 4 0 131 0 64 65 66 67
f 4 0 255 255 68 69 70 71
f 4 0 131 0 70 69 68 71
f 4 0 255 255 72 73 74 75
f 4 0 131 0 75 74 73 72
f 4 114 114 114 64 65 76 77
f 4 0 131 0 77 76 65 64
f 4 0 255 255 78 79 80 81
f 4 0 131 0 81 80 79 78
f 4 114 114 114 82 29 83 84
f 4 114 114 114 83 29 82 84
f 4 0 0 0 85 86 87 88
f 4 225 225 225 88 87 89 90
f 4 225 225 225 87 86 91 89
f 4 225 225 225 86 85 92 91
f 4 225 225 225 85 88 90 92
f 4 225 225 225 85 86 87 88
f 4 0 0 0 61 62 93 94
f 4 0 131 0 94 93 62 61
f 3 0 0 0 95 96 95
f 3 0 0 0 97 98 97
f 3 0 0 0 99 100 99
f 3 0 0 0 101 102 101
f 3 0 0 0 102 95 102
f 3 0 0 0 96 100 96
f 3 0 0 0 101 97 101
f 3 0 0 0 98 103 98
f 4 0 0 0 104 105 106 107
f 4 0 0 0 108 109 105 104
f 4 0 0 0 109 110 106 105
f 4 0 0 0 110 111 107 106
f 4 0 0 0 111 108 104 107
